epoch,training_loss,validation_loss
0,0.1398127716542645,0.13311972757500987
1,0.13728428479622712,0.13122683643333374
2,0.13533981063391093,0.12797976597662894
3,0.12887253810639504,0.12157088109562474
4,0.12461994535156659,0.12043475600019578
5,0.12115817352548822,0.11516947635719853
6,0.11622108347326904,0.11252630574087943
7,0.11362037071111528,0.10881246626377106
8,0.11140350514853542,0.10810934511884567
9,0.10912201858379623,0.10616867268277753
10,0.10612527056077084,0.10405997595479412
11,0.10425512395895921,0.10180903658751518
12,0.10289663484005572,0.09913122485722264
13,0.10019509889814374,0.09945298899565974
14,0.09881211521539401,0.09766903255254991
15,0.09799679002252878,0.0967112315758582
16,0.09669395104389299,0.0955243855714798
17,0.09549802950547114,0.09459326464322305
18,0.09498937034906892,0.09412129199312579
19,0.09411556387392732,0.09424379852510267
