epoch,training_loss,validation_loss
0,0.09346215974829801,0.09379729388221618
1,0.09233130434189331,0.09330415605537352
2,0.09135518128100734,0.09676578664971937
3,0.09027498996175536,0.09422546865478638
4,0.09085645841120125,0.09259914054024604
5,0.08831940153492736,0.09278745396483329
6,0.08740962158235444,0.09248192512219952
7,0.08617559973416584,0.09309053661361817
8,0.0849674442154053,0.09185963172105051
9,0.08373450621502934,0.09286291536784941
10,0.0828898459697118,0.09376333269380754
11,0.08172702072672063,0.09279757041123605
12,0.08071588557334496,0.09385383369461182
13,0.07914528995752335,0.09432190079842845
14,0.07842650041347007,0.0927147810016909
15,0.07756659805823068,0.09353302034639543
16,0.07649736742597896,0.09290634624419673
17,0.0750047785604929,0.09417057566104396
18,0.0746258067620265,0.09284343137856453
19,0.07325485425505351,0.09289207333518613
