epoch,training_loss,validation_loss
0,0.3055906739470787,0.12370875021142344
1,0.11582150977150893,0.10443728921874877
2,0.10372192996461489,0.09719066466054609
3,0.09718351794468497,0.09241583534786778
4,0.09291466863134838,0.09008958334884336
5,0.0900416112032279,0.08761346868930324
6,0.0878125526800103,0.08755726968088458
7,0.08623228004157465,0.08423931127594363
8,0.08427134214200278,0.08312388076897591
9,0.08254860665787149,0.08048119852619787
10,0.08113598777798184,0.07995399111701597
11,0.07947907561243858,0.078222734433028
12,0.07799030267926994,0.07680936241822858
13,0.07665893481711508,0.07564873236321634
14,0.07541496479488023,0.07527076789448338
15,0.0743656886549082,0.07527425656876256
16,0.07313920562461144,0.07391150247666144
17,0.07211019594011715,0.07422873522004773
18,0.07111475138868738,0.07367091734082468
