epoch,training_loss,validation_loss
0,0.23195981066807125,0.1706589489213882
1,0.14641552999896457,
2,0.12324973636096836,
3,0.11333735621715227,
4,0.10843805184731861,
5,0.1050056626898,0.09975904562780934
6,0.10279164948852283,
7,0.10070494332673334,
8,0.09877640209351367,
9,0.0977620539933811,
10,0.09684205052332107,0.09485985314653765
11,0.09558160362318593,
12,0.09488172145939207,
13,0.0940634196768185,
14,0.09322088364877237,
15,0.09231994863263077,0.09389731384092762
16,0.09155508778781145,
17,0.09064120108103156,
18,0.08983205175214846,
19,0.08892304049907682,
20,0.08811000028602135,0.08773165268282737
21,0.08709873407933912,
22,0.08661694620155606,
23,0.08608111345328395,
24,0.08535001503304858,
25,0.0848272581033462,0.08656854230550028
26,0.08433226423968619,
27,0.08359308686903771,
28,0.08323720733189134,
29,0.08261604243895503,0.0842694866080438
