epoch,training_loss,val_loss
0,0.3632462564855814,0.25210538506507874
1,0.23161874432116747,
2,0.177146271802485,
3,0.12407460529357195,
4,0.07090460578911006,
5,0.031468949920963496,0.016085346695035696
6,0.010883370967349038,
7,0.004898713246802799,
8,0.0031835691625019535,
9,0.0035270206280983984,
10,0.0029981057086843066,0.0037214847980067134
11,0.002970046436530538,
12,0.00230965182709042,
13,0.002077224606182426,
14,0.001952316437382251,
15,0.0024788996670395136,0.0026274590054526925
16,0.0026235669865855016,
17,0.0019654892894322984,
18,0.0022589977452298626,
19,0.0018450591815053485,
20,0.0019417914736550301,0.0021032766671851277
21,0.0020307427912484854,
22,0.001837445903220214,
23,0.0018406048038741574,
24,0.0018199520709458739,
25,0.0018398136671748944,0.0020259664161130786
26,0.001676498242886737,
27,0.0014524575890391134,
28,0.0012595856933330651,
29,0.001344475349469576,
30,0.0014463023362623062,0.002313642529770732
31,0.0016492532013216987,
32,0.002266254596179351,
33,0.001567234518006444,
34,0.0018517903445172124,
35,0.0015995252069842536,0.0020053208572790027
36,0.0012491743982536718,
37,0.0012983573469682597,
38,0.0012017070002912078,
39,0.0011753715261875186,
40,0.001356219632725697,0.0015315046184696257
41,0.0014199149154592305,
42,0.001350007067230763,
43,0.00101878853092785,
44,0.0013830183670506813,
45,0.0011424220720073208,0.00159838842228055
46,0.0012658258601732086,
47,0.0015505997798754834,
48,0.0012490794870245736,
49,0.0012976786711078603,0.0017863106913864613
